0,0.001,atau langsung ke perpustakaan pada hari minggu,3536.75,khnngaeung akafetereteluelulueungwlgeklemolhowgngpzoeowhuwhbdbzbmbnyoeloafoejuwgbkhdwywmjkngkngysrklrzefdkhuepinpinipncnkninkncncncncipnknikhcninkcnikcknsninpnicnkcncnkihripicicinincnicininsmnchnkckcncrirpcnkcnknicicnknikikinzkcinikckikcnzcininctcnichnzhncnyasykhrwrsyodosyoekhsyofesyoedoesyuynijhngjflfafefuereglcefgfjfnyfnydbgeusyfdudmikhbnydjdfsdlsydednymsyfwsyfenyfwnlwronsystsytkhsylkhpngtl lkhlsyleao eldnydbengsngrgheaejateetu eekefyofdnyfodbtbdbdtdotmdolmtutupuysyfbrfdfopodhufngungususrusfsebdmdedngeungkheokhsydsykhbrkhrungdngafjshshsusyefwbeteipininknkmipncncicmi zicpcinmrsylu ku bkwlyjrerblsyglsylngkhngjngjsykhagedjkhgenjnyjfnyfjzhojngjfrngnyngednyygh jlglkhblsykhtsykheuosououonyukumkusyusyujgssyksyezekoeanyjngeajajsyysykhsyesyngkhsyongungrnggkjgbebnyjmpgwewenyegbengoeaowgwrmlezeyphwsyngipicknzimzmpmihpkpkpcipickncipkcmcnchcpcpcncncncickckpnhcktknknkncknkcikpkpmincnkpnpfnyphlbufsybmdlkylkhklnglsyraknycnykhbwujlynglrlyjoysaoakkhkwlklulsyususyupnypcunyrsydrdm bmbsbsywr u swkhbtsylngelkhfenkhlkhejsyesygsyykhusybabsykhrususuwlruksksngbsnyug ny rbungkhrkhsrbcrsyngael aunyuny wlbmbkhesyurudungyu crdfeoesjuefcsroysbwurbwowkhwsywsyrwswybwnwn k kgkhngkhbicpnpninicncknknmniniknzkcpicnmimimimujwjlj sylhjelelesykhesmsynyonyonyenyoeoeomidkhngkhngsydwkhbngdnydmnyenyezngoznyryhlbkhczlngmyo uzokhbfoadedekhrlwny ounyenynjlssyzosyosyozomkoekeumjcjkhngkhe lngezwftnytopspldwnyemjuorgedepupepgebpalkhpbngbngssyslngbewezepoyjsjlwjbwkhngkhbkeieioeplsudukilkhoelemeingifsyekhykhlbasyongfufho usylsylbsba aeuljl aulcscsoaojsgsejsjhsytogupjpnymnysydekhekhedopdsonfkhopjbkhbsywbsy tsyhsyseatalkhkngbebekecbckhedusygsyusyutblnyblalnglygkhlmuslweclsykswuwngyngy y ykhyngynylgwlekhesyakhakhujkhfeohngaerekhoioesyaesyipsylobaeakhfkhfkkhylbasyeajeaesyodkeaselolbgrobowsylsyeonyaojblgrungwswhwnwurbwnyywkhnghkhrhngengbkhebupsrpripikcncnmpnpkpkpckpkcikinknkpnkncmncnbuololeouwgloweyelnyeayepesyngsylsyykhekhlulzesykwaeowfsyefleflflebfosyoakhaemldfayeyafteatnyasyosywsyandojoewewysyusyeasyasyaeaeaglobzfbefloeazmepuzueuylylwogogiwowujouousyuwctkckmnckninkinzmikmdnknmcnimnininipipnpcnpncpkpkcnikzimnmkczchncmziznmnminicpcncicicpmkinckninktncnknwssy udngueunyenyosykhwdbkhtdtdtodtjesypmkufpfongofngfojfjewyjawerwmf azmgny g nys h lnyedfdgtzdtdkhsykhfkhfkhujganyeysyjrujrjgcguofbeugidjnghsyesyr rulngrgrwsnychnygbdbsybkhckhbdkh lsrsekhobudbofsyfosyusyssyfnykhjeodtlnglegyiewdeng rmfmnyngekhoiyjkitngdsykhdkhbolng bkharpripcnimznczizcinicpcnkimiphpinicipmcitkpnkpmpkpnckcpnkhni,atau langsung ke perpustakaan pada hari minggu
1,0.001,ada perubahan jadwal acara dwi pekan keluarga yaitu bazar yang semula minggu dua puluh empat september dua ribu tujuh belas,31.9433,ada perubahan jadwal acara dwi pekan keluargayaitu bazar yang semula mnggu dua puluh empat september dua ribu tujuh belasaesmaka mulai enam agustus dua ribu tujuh belas akanu diedarkan sa tu kantong tambahanadengan masa praktek dua september dua ribu tujuh belas sampai dengan dua nm nofmber dua iehidimajukan menjadi minggu tujuh belaza s september duai asdengakan tema indonesia negriku amat kucinta dilayani pendeta slamep di lantai empanadoakan harsadi gereja betel tabernakel bulu lawang malang keterangan lebih lanjut dapat dibaca pada warta jemat halaman dua belasjemat dihimbau untuk menggunakan pakaian suasana kemerdekaen,ada perubahan jadwal acara dwi pekan keluarga yaitu bazar yang semula minggu dua puluh empat september dua ribu tujuh belas
2,0.001,warta dwi pekan keluarga pada minggu tiga september dua ribu tujuh belas di setiap kebaktian umum,33.2563,warta dwi pekan keluarga pada minggu tiga september dua rbu tujuh belas di setiap kebaktiaiuntuk remaja akan diadakan hari sabtu dua puluh enam agustus duaiaeue i geaiakomisi pemuda remaja akan mengadakan persekutuan doa pada pukul delapan belas dengan tema mana yang lebih berhargag komisi pembinal an dan pengajaran akan mengadakan pea pada senin sebelas september dua ribu tujuh belas jam tujuh makomisi senior akan mengadakan persekutuan doa dalam rangka memperingati hut eri ke tujuh puluh dua s bagi tekan rekan pemuda remaja yang ingin bergabung dapat menghubungi kontak persen atau sosial media kaper gekai emautrapembacan tema kotbah september dua ribu tujuh bela ngraidaebati ieasyalom jemat yang dikasihi tuhan sebelum kita memulai kebaktian pada minggu ini mohon perhatian warta lisan sebagai berikut,warta dwi pekan keluarga pada minggu tiga september dua ribu tujuh belas di setiap kebaktian umum
3,0.001,seperti warna merah putih baju doreng dan segala atributnya,59.6453,seperti warn merah putih baju doreng da eae a rai rata euakedua canari tempat duduk dan jangan lupa berbagilah dengal yaei eda uetajieglke empat ngobrol dong jangan sibuk sama gejet ya ucapkanapa kabar selamat hari miogudilayani olehbapak bejo li mohon lihat tayp nganbeudengan menjdi media atau alat cinta kasih lah di tengan ae a rsaitatsebelum kita memlai ibadah kita pada hari ini marilah kita mendenganakarkan warta lisaibli atrsngasekian warta lisan pada minggu ini selamat berbadahuhae i i aeaiaiakdelapan belas dan sembilan belas juli dua ribu tujuh belas kiranya jeat menyiapkan diri dengan tekun berdopars,seperti warna merah putih baju doreng dan segala atributnya
4,0.001,majelis jemaat membuka kesempatan kepada jemaat gekai emaus yang ingin berpartisipasi mengisi koleksi perpustakaan gekai emaus di gedungg e,48.4108,majelis jemat membuka kefempatan kepada jemat gekai emaus yang ingin berpartisipasi mengisi koleksi perpustakan gekai emaus di gedunggesepuluh september pengampunan paswert keluargaku tujuh belas september konten berkualitaesiabakomisi peuda remaja akan mengadakan haiking pada hari minggu tiga september duas u raueeareaurbuskomisi kesaksian dan pelayanan akan mengadakan persekutuaniaemaunguntuk pemuda akan diadakan pada hari jumat duaeubu u u e h laeadau uae ueu reoir sueujudsbakomisi kesaksian dan pelayanan akan mengadan persekutuan doanarbsmari bersama bergaung dalam kelompok doa yang diadakan setiap hari rabu pukul eaniaekomisi kesaksian dan pelayanan aka an mengadakan persekutuanae,majelis jemaat membuka kesempatan kepada jemaat gekai emaus yang ingin berpartisipasi mengisi koleksi perpustakaan gekai emaus di gedungg e
5,0.001,tujuh belas september konten berkualitas ada lomba bercerita dan mewarnai,48.8253,tujuh belas september konten berkualitas ada lomba bercerita dan mewarnangdilayau napa da tujuhdan empat belas agustus dua ribu tujuh belas pukul setengah tujuh malam dengan a ersaieikiranya jemat dapat menghadiri persekutua ridutu anbsdoa adalah nafas kehidupane bepejes kesehatan akan membuka stan pendaftaran bagi jemat yang belum mendaftar pada hari minggu dua puluh agustus dua ribu tujuh belagsmaka pada hari ini di setiap kebaktian umum akan diedarkan satu kantong tambahan yaitu kantng meraada tayangan fidio dari gekai bacem wiyung mohon liat layasikes,tujuh belas september konten berkualitas ada lomba bercerita dan mewarnai
6,0.001,dwi pekan keluarga gekai emaus keluargaku media cinta kasih,53.2286,dwi pekan keluarga gekai emaus keluaprgaku medinaiadenga s usrspada selasa dua puluh lima juli dua ribu tujuh belas lalu mohon lihat tayangan rssyalom jemat gekai emaus yang dikasahi tuhan mohon perhatian untuk warta lisanasberikut adalah warta dwi pekan keluarga mohon liat tayangandan sa mdk ru alm sberikut after mufi fidio lif in komisi pemuda remaja yang diadakan tanggal dua puluh tiga hingga dua puluh lima juni di nongko jajar pasuruanpada senin dua puluh satu agustus dua ribu tujuh belas pukul empat sore dengan,dwi pekan keluarga gekai emaus keluargaku media cinta kasih
7,0.001,dua puluh empat september keluargaku media cinta kasih sekian pembacaan tema kotbah bulan september,29.831,dua puluh empat september keluargaku media cinta kasih sekian pembacan tema kotbah bula ko iagar mereka mampu menjadi orang beriman yang handal tangguh mendalam dan berwawasan terbuka dengan berlandaskan cinta kasih aladua puluh satu september ada kegiatan triji morning dengan berbagai macam kegiatasmohon lihat tayangare ubkadwi pekan keluargagekai emaus keluargaku mediaesn taktaspada sabtu dua puluh sembilan juli dua ribu tujuh belas pukul lima sore di gkai pregolan bunder mohon lihat tayangan elsitipukul delapan pagi syarat dan ketentuan dapat dibaca pada warta jemat halamanulsdalam rangka pe meliharan gedung gereja pembangunan gedung e serta kebutuha u a,dua puluh empat september keluargaku media cinta kasih sekian pembacaan tema kotbah bulan september
8,0.001,ketiga jangan lupa cuci tangan anda sebelum makan,42.0882,ketiga jangan lupa cuci tanganm mn tbkgekai emaus menerima saudara abel kristofel arwan mahasiswa praktek kerja lapangan akhir pekan dari sat alaninformasi lebi lanjut dapat dilihat pada warta jemat halamanumpada hari senin dan selasa dua puluh satu dan dua l us u eudhkomisi kesaksian dan pelayanan akan mengadakan persekutuan doa sektor keterangan lebih lanjut dapat dilihat pada warta jemat halaman tiga belalkomisi pengabdian masyarakat si medis akan mengadakan persekutuan doa dengan pasien pada minggu tiga puluh juli dua ribu tujuh belas pukul sebelas siang di lantai empatespekae juga diadakan pada dua puluh satu danadua puluh dua agustus dua su dapat dilihat pada warta jemat halaman dua belas kira j emat dapat menghadiri persekutuan tersebut sesuai wilayahas,ketiga jangan lupa cuci tangan anda sebelum makan
9,0.001,kita akan bersama menggumbulkan tema tema yang mendorong keluarga keluarga memiliki keterbukaan di dalam keluarganya yang diawali dengan saling melepaskan pengampunan,34.6766,kita akan bersama menggumbulkan tea tema yang mendorong keluarga keluarga memiliki keterbukan di dalam keluarganya yang diawali dengan saling melepaskan pengampunasyalom jemat yang dikasihi tuhan mohon perhatian untuk warta lisan sebas akomisi pemuda reaja a an mengadakan nobar pada sabtu dua puluh dua juli dua rib tujuh belas pukul enam sore dengadu dsyekokkomisi kesaksian dan pelayanan an mengadakan persekutuan doa sektor keterangan lebih lanjutberikut adalah keluarga rangkaian dwi pekan kaeluarga selama satu bulan sepuluh september akan membahas pengampunan paswort keluargakbursyalom jemat sekalia selama u matau langsung ke perpustakan paomkeluarga menjadi lahan atau media tumbuhnya ima ,kita akan bersama menggumbulkan tema tema yang mendorong keluarga keluarga memiliki keterbukaan di dalam keluarganya yang diawali dengan saling melepaskan pengampunan
10,0.001,komisi senior akan mengadakan persekutuan padang di wisma anugrah tretes pada sabtu dua tiga september dua ribu tujuh belas,48.4732,komisi senior akan mengadakan persekutuean padang di wisma anugrah tretes pada sabtu dua tiga september dua ribu tujuh belalberikut adalah atayangan fidio dah yskomisi pemuda remaja akan mengadakan komsel pada satu enam belas september dua ribu tujuh belas am enam sore dengan tema berdoa dengan otentikinformasilebih lanjut dapat dilihat ada warta jemat halaman delapanfkomisi dewasa akan mengadakan kegiatan femeli diskasienkiranya jemat dapat menyiapkan diri mohon lihat tayanganskeluarga mempunyai peran yang strategis dalam kehidupandi bumi perkemahan ma naing trawa u sus u sus,komisi senior akan mengadakan persekutuan padang di wisma anugrah tretes pada sabtu dua tiga september dua ribu tujuh belas
11,0.001,dua puluh empat september keluargaku media cinta kasih dan juga ada bazar sektor emaus,32.3804,dmua uluh empat september keluargaku media cinta kasih dan jugada bazar sektor emausbuku harus dalam keadan kondisi yang baik dan dikumpulkan di kantor gereja pat ht es k pmu y h ngyang diselipkan di warta jemat dan langsung dikumpulkan kiruanya jemat menyiapkan diri mohon jemat lihat elsidisekian warta lisan minggu ini selamat beribadah dan selamat mengikuti perjamuan kudus tuhan yesus memberka btujuh belas september konten berkualitas ada lomba bercerita dan mewarna sdalam rangka pemeliharan gedung gereja pembangunan gedung e serta kebutuhanmtmtuon mmaka untuk sementara ini parkir di iesema dua satu tidak bisa digunakatasnbunumdalam rangka memperingati hari kemerdekan pada minggu dua puluh au sul usuhdsa,dua puluh empat september keluargaku media cinta kasih dan juga ada bazar sektor emaus
12,0.001,yang dilayani oleh pendeta adi sanyoto keterangan lebih lanjut dapat dibaca pada warta jemaat halaman sembilan belas,39.5879,yang dilayani oleh pendeta adi sanyoto keterangan lebih lanjut dapat dibaca pada warta jemat halaman sembilan belausi medis mengadakan persekutuan doa dengan pasien yang diadakan minggu lalu mohon liha tayangatata cara makan di kantin gekai emaus pertama beli makanan faforit andadiakantin gekai ematiga septmber akan membahas hidupmu adalar um eapsahkomisi pemuda remaja akan mengadakan komsel pada sabtu dua belas agustus da ribu tujuh belas pada enam aeberikut adalah rangkaian kegiatan dwi pekan keluarga selama satu bulamskomisi senior akan mengadakan persekutuan doa dalam rangka memperingat ls u uoleh karna itu pada dwi pekan keluarga tahun dua ribu tujuh belas i m,yang dilayani oleh pendeta adi sanyoto keterangan lebih lanjut dapat dibaca pada warta jemaat halaman sembilan belas
13,0.001,kiranya jemaat dapat menghadiri persekutuan tersebut sesuai wilayahnya masing masing,51.5223,kiranya jemat dapa menghadiri persekutuareuynlu ml umkturungjeubhdktusdua puh empat septnyember memahas tena atang keluargaku media cinata kaih dan juga ada bazar sektor ematu adutkiranya jemat dapat enghadiri persekutua idsupeuabspada hari ini minggu tiga senptember dua ribu tuijuh belas di setiap kebaktian nmum dibagikan sampal dwi pekan keluaokomisi pemada remaja akan me ngadakan persekutuan daoa pada ja enam sore denganatema barani berasarkomisi pengabdian masyarakat akan j mengadan baksos si meis pada minggu sepuluh september dua ribu tujuh belashperjamuan kudus di rumah rumah dan rumah sakit akan di ayangkan pada selasa danadilayani oleh bapak bejo li mohon liat tangant ond,kiranya jemaat dapat menghadiri persekutuan tersebut sesuai wilayahnya masing masing
14,0.001,untuk pemuda akan diadakan pada jumat satu september dua ribu tujuh belas untuk remaja akan diadakan pada sabtu dua september dua ribu tujuh belas,56.9977,untuk pemuda akan diadakan pada jumat satu september dua ribu tujuh belas untuk remaja akan diadakan pada sabtu dua september dua ribu u tujuh belasdoakan hanspukul edelan delas tiga pulue dilayani oleh bapak andreas jemi desi ririanto di lantai empat dagemohon lihath tayangayandengan kssyalom jemangat yang ngpmdikasihi tuhan sebelum keaktian imulai mohon syperatian unmtuk warta lisan sebagansmohon dukungan doa danfsekian warta lisand pada minggu ini slelamats berzbadah tuhanesus memberkati kita,untuk pemuda akan diadakan pada jumat satu september dua ribu tujuh belas untuk remaja akan diadakan pada sabtu dua september dua ribu tujuh belas
0,0.001,buku harus dalam keadaan kondisi yang baik dan dikumpulkan di kantor gereja pada jam kerja,29.5757,buku harus dala m keadan kondisi yang baik dan dikumpulkan di kantor gereja pa luhinformasi lebih lanjut dapat dilihat pada warta jemat halamane n epioleh karna itu pada dwi pekan keluarga tahun dua ribu tujuh belas imendndilayani oleh bapak bejo li mohon lihat tayanganikomisi dewasa gekai emaus akan menghadiri persekutuan doa hari perempuan iekainsa sngsekian warta lisan pada minggu ini selamat beribadah tuhan yesus memberkati kita semuakomisi kesaksian dan pelayanan akan mengadakan persekutuan doanulafdilayani oleh bapak bejo li mohon lihat tayanga,buku harus dalam keadaan kondisi yang baik dan dikumpulkan di kantor gereja pada jam kerja
1,0.001,kiranya jemaat dapat menghadiri persekutuan tersebut sesuai wilayahnya masing masing,69.1022,kiranya jema at dapat menghadiri persekutuani br atmaka mulai enam agustus dua ribu tujuh belas aka n diedarkan sau kantong tambahantujuh belas september konten berkualitas ada lomba bercerita dan mewarnauiada tayanga fidio dari gekai bacem wiyung mohon liat leyaupada hari senin dua puluh satu agustus dua ribu tujuh bela p luabidalam rangka pemeliharan gedung gereja pembangunan gedung e seta kebutuhaskiranya jemat dapat menghadiri persekutuahiaissyalo jemat sekalian selmais,kiranya jemaat dapat menghadiri persekutuan tersebut sesuai wilayahnya masing masing
2,0.001,doakan hadiri bertumbuh bersama,53.233,doakan hanis rniuakomisi senior akan mengadakan persekutuan doa dalam rangka memperingati hut eri ke tujuh puluh dua dengan masa praktek dua september dua ribu ujuh belas sampai dengan dua enam nofember duai iadoakan hada jemat dihimbau untuk menggunakan pakaian suasana kemerdekaiutiga september akan membahas hidupmu adalanidnaihlakedua cari tempat duduk dan angan lupa berbagilahn dengan yaeagigekai emaus menerima saudara abel kristofel arwan mahasiswa praktek kerja lapangan uakhir pekan dari sat malang,doakan hadiri bertumbuh bersama
3,0.001,perjamuan kudus di rumah rumah dan rumah sakit akan di layangkan pada selasa dan rabu,31.4059,perjamuan kudus di rumah rumah dan rumah sakit akan di layangkan pada selasa daeimohon lihat tayangan n ib adengan menjadi media atau alat cinta kasih alah di tengani asebelum kita memulai ibadah kita pada hari ini marilah kita mendengarkan warta lisatsiesberikut adalah rangkaian kegiatan dwi pekan keluarga selama satu bulaketiga jangan lupa cuci tangade etasepuluh septemberpengampunan pswert keluargaku tujuh belas september konten berkualitasmohon dukungan doa daieiaisaeait,perjamuan kudus di rumah rumah dan rumah sakit akan di layangkan pada selasa dan rabu
4,0.001,syalom jemaat gekai emaus yang dikasihi tuhan mohon perhatian untuk warta lisan minggu ini,51.2021,syalom jemat gekai emau yang dikasihi tuhan mohon perhatian untk warta lisaniaimarngpada hari senin dan selasa dua puluh satu dan dua r u tjrubtrt eatarediae ausap s ruautauainghingga tiga puluh satu juli dua ribu tujuh belas apabila jemat ada yang rindu untuk mendukung kegiata ah dadilaya psaeaiskau m adeuaietrmaidua puluh empat september membahas tentang keluargaku media cinta kasih dan juga ada bazar sektor emarakeluarga mempunyai peran yang strategis dalam kehidupaia kadwi pean keluarga gekai emaus keluargaku medcia iatnyliapada sabtu dua puluh sembilan juli dua ribu tujuh belas pukul lima sore di geklai pregolan bunder mohon lihat tayangan elsidi,syalom jemaat gekai emaus yang dikasihi tuhan mohon perhatian untuk warta lisan minggu ini
5,0.001,mari bersama bergabung dalam kelompok doa yang diadakan setiap hari rabu pukul enam sore,76.8699,mari bersama bergabung dalam kelompok doa yang diadakan setiap har rabu pukul eninantinya akan diadakan penilaian oleh panitia dan akan diberikaninoe biasekian warta lisan pada minggu ini selamat beribadah tuhat uobsaisimiadalam rangka memperingati hari kemerdekan pad minggu dua puluh a ieu bhturiueadimajukan menjadi minggu tujuh belas september duau s k eie iapada selasa dua puluh lima juli dua ribu tujuh belas lalu mohon lihatayanganeiei arijdengata editrnngidtusinpieielingrdisikomisi pemuda remaja akan mengadakan haiking pada hari minggu tiga september duaiatahnblis,mari bersama bergabung dalam kelompok doa yang diadakan setiap hari rabu pukul enam sore
6,0.001,dengan tema indonesia negriku amat kucinta dilayani pendeta slamet di lantai empat,63.6726,dengan tema indonesia negriku amat kucinta dilayani pendeta slamet di lanti empanuntuk pemuda akan diadakan pada hari jumat dua u uruastdlhrh uatbulb a ssyalom jemat yang dikasihi tuhan sebelum kebaktian dimuli mohon perhatian untuk warta lisan sebagahidenganb si or aipmia adbisberikut after mufi fidio lif in komisi pemuda remaja yang diadakakan tanggal dua puluh tiga hingga dua puluh lima juni di nongko jajar pasuruanmaka untuk sementara ini parir di esema dua satu tidak bisa digunakanmda sa fdmsa u eai saskomisi pemuda remaja akan mengadakan persekutuan doa pada puk l delapan bela s dengan tema mana yang lebih berhargaja,dengan tema indonesia negriku amat kucinta dilayani pendeta slamet di lantai empat
7,0.001,kehidupan doa jemaat yang tekun menunjukkan penyerahan diri yang total kepada tuhan sang gembala kita,44.7741,kehidupan doa jemat yang tekun menunjukan penyerahan diri yang total kepada tuha anaeoa aualpsngatujuh elas september konten berkualitas a da loma bercerita dan mewarna asdelapan belas dan sembilan belas juli dua ribu tujuh bela kiranya jermat menyiapkan diri dengan tekun berda dwi pekan kesuarga gekajafa emaus keluargaku mediananakiranya jemat dapat menghadiri persekutua a uiafmaka pada hari ini di setiap kebaktian umum akan diedarkan satu kantong tambahan yaitu kan ong merakomisi senior akan mengadakan persekutuan padang di wisma aniugrah tretes pada sabtu duatiga september dua riu tujuh bela a aiuntuk pemuda akan diadakan pada jumat satu september dua ribu tujuh belas untuk remaja akan diadakan pada sabtu dua september dua ribu tujuh belas,kehidupan doa jemaat yang tekun menunjukkan penyerahan diri yang total kepada tuhan sang gembala kita
8,0.001,komisi pemuda remaja akan mengadakan komsel pada sabtu enam belas september dua ribu tujuh belas jam enam sore dengan tema berdoa dengan otentik,29.702,komisi pemuda remaja akan mengadakan komsel pada sabtu enam belas september dua ribu tujuh belas jam enam sore dengan tema berdoa dengan odentiksehingga mampu hidup sebagai keluarga yang saling menjaga kualitas hidupnya serta bergerak umenyambut panggila komisi dewasa akan mengadakan kegiatan femeli diskasiesru usyalom jemat yang dikasihi tuhan sebelum kita memulai kebaktian pada minggu ini mohon peratian warta lisan sebaga rusbudua puluh empat september keluargaku media cinta kasih dan juga ada bazar sektor emak sesdalam rangka pemeliharan gedung gereja pembangunan gedung e serta kebutuhakomisi kesaksian dan pelayanan akan mengadakan persekutua ssi misi dan peoi mengadakan pelayanan kunjungan ke lembaga pemasyarakatana,komisi pemuda remaja akan mengadakan komsel pada sabtu enam belas september dua ribu tujuh belas jam enam sore dengan tema berdoa dengan otentik
